,Year,Index,SP80,Price,IdxAAPL,CPI,CPI80,Portfolio
28,1988,265.88015813412875,2.2397430128873888,0.2907543280143511,2.753575391032936,54.2331348364675,1.435028819900899,1.7397972551746927
29,1989,323.05142853752017,2.7213470344981125,0.2943760565822086,2.787874803617987,56.8509698983363,1.5042977045201726,1.8311607541385504
30,1990,334.6320559535573,2.8189008704892755,0.2682976094277008,2.5409000782152362,59.919760489111,1.585499039336636,1.6902567632418823
31,1991,376.1863238067024,3.1689491092630058,0.3790232649904937,3.5895222686255774,62.4573407534626,1.652644352310646,2.0447446446778526
32,1992,415.7470079557164,3.502203634646205,0.3991595659199662,3.780222173540122,64.3490609806525,1.7026999696632605,2.1384935508122895
33,1993,451.6148210005327,3.8043498505144533,0.3015484101923087,2.8558002461434135,66.2484245218916,1.7529578319344703,1.8996891925540738
34,1994,460.416508023701,3.8784942212343547,0.2544123965596396,2.4094008131351305,67.9758134970226,1.7986651835372627,1.7479337154910854
35,1995,541.7190869043744,4.563377532029783,0.3062392559552949,2.900224683586189,69.8828203523109,1.8491252907270677,2.0181439984202796
36,1996,670.4948427695928,5.648169272235207,0.1893698742657195,1.793418619568576,71.9312285175105,1.9033269289109103,1.9548895617375317
37,1997,873.4277876902946,7.357652404261601,0.1365344238434384,1.2930429345340506,73.6127576083459,1.9478208110021216,2.2206086129516738
38,1998,1085.5032527863034,9.144151045179395,0.2322706060395354,2.1997080119791113,74.7554330587091,1.978056426332287,2.867425546143872
39,1999,1327.329567076668,11.181267321794959,0.4390115276688621,4.1576383306978215,76.391102265249,2.02133683891192,3.7942477862199526
40,2000,1427.2210688515315,12.022741520987413,0.6947537288661041,6.579632997035381,78.9707207568716,2.0895944989382134,4.451192450849968
41,2001,1194.1789944556451,10.059622642542715,0.307305985280583,2.910327094233234,81.2025684592531,2.148650015168366,3.018162484633319
42,2002,993.934804038396,8.372789260519252,0.2908916818125853,2.754876193814671,82.4904668765521,2.182728283951864,2.5490267240655142
43,2003,965.227539789109,8.130962660999115,0.2818533366043416,2.669278964321833,84.3630788186188,2.232278289007986,2.419107348421268
44,2004,1130.649444580078,9.524457226498763,0.5399577582166308,5.113644929643972,86.6216781201728,2.292041662453229,3.1932452179938156
45,2005,1207.2294432624938,10.169558080129743,1.4188152551651,13.436824131649391,89.5605323721102,2.3698048336535527,4.980659562455388
46,2006,1310.4612356239106,11.039170492247706,2.152436922270938,20.384554136794783,92.4497050827274,2.446253412882998,6.42282693680711
47,2007,1477.18434222096,12.443626227900017,3.8991526142059567,36.926744161240215,95.0869923788515,2.5160370108200985,9.811137550207983
48,2008,1220.042055635113,10.277490011718003,4.31574785379553,40.872090074366916,98.7374773853446,2.6126301951663446,9.788905483201814
49,2009,948.046387929765,7.986230669336503,4.462721344024416,42.26399570339853,98.3864199710624,2.603341086055209,9.65110308478214
50,2010,1139.9655124724857,9.602934680837716,7.898453246979487,74.80193549185418,100.0,2.6460370108200997,15.949298862326168
51,2011,1267.6388094463043,10.678439437703217,11.064670108613514,104.78744556975978,103.156841568622,2.729568207098792,21.150943344659918
52,2012,1379.3541596679688,11.619516338090103,17.552719512939454,166.23221682240305,105.291504532867,2.786052179188984,31.918234426654845
53,2013,1643.7989681183346,13.847168134965665,14.691349635048518,139.13374597861045,106.833848874866,2.8268631813125675,27.058422056801508
54,2014,1931.3761097741503,16.269683971460733,20.561008074926956,194.7220742562906,108.566932118964,2.872721205379722,36.723326620179634
55,2015,2061.067741272941,17.36219093970485,27.20812553072733,257.6732921198264,108.695721960693,2.876129032258048,47.813481240721835
56,2016,2094.6512640090214,17.64509456412023,24.20099877554273,229.1944375234321,110.06700893427,2.9124137931034504,42.37713965509716
57,2017,2449.076379054096,20.630729823948666,35.48817671057712,336.0891331531618,112.411557302308,2.974451410658314,59.963975491225156
58,2018,2746.214183305839,23.13378355164282,45.24308980508629,428.4725856099025,115.157303224791,3.047104863990298,74.10417253742784
59,2019,2913.3563804020955,24.541769656104726,50.62506321498326,479.4423154085744,117.244195476228,3.1023248053392583,81.22684062566515
60,2020,3217.855848953187,27.106837173370085,93.77321748394267,888.0749110947685,118.690501577198,3.1405946000606737,145.7019871731388
61,2021,4273.385634649368,35.998495276021416,139.58771820673866,1321.9590173238767,124.266413825838,3.2881353018505393,206.493557585001
62,2022,4098.514747650025,34.52540360170169,154.14656158082514,1459.8378688978719,,,
63,2023,3960.656530761719,33.364102283801415,135.57200355529784,1283.9283777900362,,,
